RAM stockid,Old Area,New Area
SPSQUIDTSSTWC,unk:Japan-FAJ-TSSTWC,grsf:Japan_FAJ_TSSTWC
SSANDWSJ,unk:Japan-FAJ-WSJ,grsf:Japan_FAJ_WSJ
SNOWCRABWSJ,unk:Japan-FAJ-WSJ,grsf:Japan_FAJ_WSJ
HERR4SFS,unk:Canada-DFO-4SFS,grsf:nafo_4S_FS
HERR4SSS,unk:Canada-DFO-4SSS,grsf:nafo_4S_SS
PANCHPERUNC,unk:Peru-IMARPE-NC,grsf:N_C_VET
SOUTHHAKESA,unk:New Zealand-MFish-SA,grsf:NZL_HAK1SA
SOUTHHAKEWCSI,unk:New Zealand-MFish-WCSI,grsf:NZL_HAK7WCSI
HOKIENZ,unk:New Zealand-MFish-ENZ,grsf:NZL_HOK1E
HOKIWNZ,unk:New Zealand-MFish-WNZ,grsf:NZL_HOK1W
NZLINGLIN3-4,unk:New Zealand-MFish-LIN3-4,grsf:NZL_LIN3CR;nzl:LIN4
NZLINGLIN6b,other:NZ LIN6B,grsf:NZL_LIN6B
NZLINGLIN7WC,other:NZ LIN7WC,grsf:NZL_LIN7WC
SMOOTHOREOBP,unk:New Zealand-MFish-BP,grsf:NZL_OEO6BP
SMOOTHOREOEPR,unk:New Zealand-MFish-EPR,grsf:NZL_OEO6epr
BLACKOREOPR,unk:New Zealand-MFish-PR,grsf:NZL_OEO6PR
OROUGHYESCR,unk:New Zealand-MFish-ESCR,grsf:NZL_ORH3BESCR
OROUGHYNWCR,unk:New Zealand-MFish-NWCR,grsf:NZL_ORH3BNWCR
OROUGHYNZMEC,unk:New Zealand-MFish-NZMEC,grsf:NZL_ORHMEC
PAUANPAU5A,unk:New Zealand-MFish-NPAU5A,grsf:NZL_PAU5AN
PAUASPAU5A,unk:New Zealand-MFish-SPAU5A,grsf:NZL_PAU5AS
NZSNAPNZ1BOP-HAGU,unk:New Zealand-MFish-SNA1-BOP-HAGU,grsf:NZL_SNA1BOPHAGU
NZSNAPNZ1ENLD,unk:New Zealand-MFish-SNA-1-ENLD,grsf:NZL_SNA1ENLD
WPOLLNAVAR,unk:Russia-RFFA-NAVAR,grsf:RUS_WPOLLNAVAR
CSALMAMURCH,unk:Russia-TINRO-AMURCH,grsf:Russia_TINRO_AMURCH
CSALMAMURCW,unk:Russia-TINRO-AMURCW,grsf:Russia_TINRO_AMURCW
PSALMAMURPW,unk:Russia-TINRO-AMURPW,grsf:Russia_TINRO_AMURPW
CSALMANADYRCW,unk:Russia-TINRO-ANADYRCW,grsf:Russia_TINRO_ANADYRCW
PSALMANADYRPW,unk:Russia-TINRO-ANADYRPW,grsf:Russia_TINRO_ANADYRPW
SSALMANADYRSW,unk:Russia-TINRO-ANADYRSW,grsf:Russia_TINRO_ANADYRSW
CSALMEKAMCH,unk:Russia-TINRO-EKAMCH,grsf:Russia_TINRO_EKAMCH
CSALMEKAMCW,unk:Russia-TINRO-EKAMCW,grsf:Russia_TINRO_EKAMCW
PSALMEKAMPW,unk:Russia-TINRO-EKAMPW,grsf:Russia_TINRO_EKAMPW
SSALMEKAMSW,unk:Russia-TINRO-EKAMSW,grsf:Russia_TINRO_EKAMSW
CSALMESAKCH,unk:Russia-TINRO-ESAKCH,grsf:Russia_TINRO_ESAKCH
PSALMESAKPH,unk:Russia-TINRO-ESAKPH,grsf:Russia_TINRO_ESAKPH
PSALMESAKPW,unk:Russia-TINRO-ESAKPW,grsf:Russia_TINRO_ESAKPW
CSALMOKCH,unk:Russia-TINRO-OKCH,grsf:Russia_TINRO_OKCH
CSALMOKCW,unk:Russia-TINRO-OKCW,grsf:Russia_TINRO_OKCW
PSALMOKPH,unk:Russia-TINRO-OKPH,grsf:Russia_TINRO_OKPH
PSALMOKPW,unk:Russia-TINRO-OKPW,grsf:Russia_TINRO_OKPW
SSALMOKSH,unk:Russia-TINRO-OKSH,grsf:Russia_TINRO_OKSH
SSALMOKSW,unk:Russia-TINRO-OKSW,grsf:Russia_TINRO_OKSW
CSALMPRIMCH,unk:Russia-TINRO-PRIMCH,grsf:Russia_TINRO_PRIMCH
CSALMPRIMCW,unk:Russia-TINRO-PRIMCW,grsf:Russia_TINRO_PRIMCW
PSALMPRIMPW,unk:Russia-TINRO-PRIMPW,grsf:Russia_TINRO_PRIMPW
CSALMWKAMCH,unk:Russia-TINRO-WKAMCH,grsf:Russia_TINRO_WKAMCH
CSALMWKAMCW,unk:Russia-TINRO-WKAMCW,grsf:Russia_TINRO_WKAMCW
PSALMWKAMPH,unk:Russia-TINRO-WKAMPH,grsf:Russia_TINRO_WKAMPH
PSALMWKAMPW,unk:Russia-TINRO-WKAMPW,grsf:Russia_TINRO_WKAMPW
SSALMWKAMSH,unk:Russia-TINRO-WKAMSH,grsf:Russia_TINRO_WKAMSH
SSALMWKAMSW,unk:Russia-TINRO-WKAMSW,grsf:Russia_TINRO_WKAMSW
STRIPEDBASSGOMCHATT,unk:USA-NMFS-5YCHATT,grsf:USA_ACFHP_STB_gm_ch
GKCRABAIES,,grsf:USA_ADFG_KC_O_e
GKCRABAIWS,,grsf:USA_ADFG_KC_O_w
GKCRABPI,,grsf:USA_ADFG_KC_Q_PD
WPOLLBOGO,unk:USA-NMFS-BOGO,grsf:USA_AKSTATE_ALK_bogo
HERRPWS,unk:USA-AKSTATE-PWS,grsf:USA_AKSTATE_HEP_pws
HERRSITKA,unk:USA-AKSTATE-SITKA,grsf:USA_AKSTATE_HEP_sitka
HERRTOG,unk:USA-AKSTATE-TOG,grsf:USA_AKSTATE_HEP_td
RKCRABBB,unk:USA-NMFS-BB,grsf:USA_AKSTATE_KCD_bb
RKCRABNS,unk:USA-NMFS-NS,grsf:USA_AKSTATE_KCD_ns
RKCRABPI,unk:USA-NMFS-PI,grsf:USA_AKSTATE_KCD_pi
BKINGCRABPI,unk:USA-NMFS-PI,grsf:USA_AKSTATE_KCI_pi
BKINGCRABSMI,unk:USA-NMFS-SMI,grsf:USA_AKSTATE_KCI_smi
BCRABCHESB,unk:USA-MDSTATE-CHESB,grsf:USA_ChesapeakeBay
PGEODWA,unk:USA-WASTATE-WA,grsf:USA_GEC_JuandeFucaStrait
HOGFISHEGM,unk:USA-NMFS-EGM,grsf:USA_GFMC_Reeffish_EFH_LCXegm
MONKGOMNGB,unk:USA-NMFS-GOMNGB,grsf:USA_NEFMC_Monkfish_EFH_ngb
MONKSGBMATL,unk:USA-NMFS-SGBMATL,grsf:USA_NEFMC_Monkfish_EFH_sgb
RHAKEGOMNGB,unk:USA-NMFS-GOMNGB,grsf:USA_NEFMC_Redhake_EFH_ngb
RHAKESGBMATL,unk:USA-NMFS-SGBMATL,grsf:USA_NEFMC_Redhake_EFH_sgb
SHAKESGBMATL,unk:USA-NMFS-SGBMATL,grsf:USA_NEFMC_Silverhake_EFH_sgb
YELLCCODGOM,unk:USA-NMFS-CCOD5Y,grsf:USA_NEFMC_YellowtailFlounder_EFH_ncc
BLACKROCKCAL,unk:USA-NMFS-CAL,grsf:USA_PFMC_Groundfish_EFH_ca
LINGCODNPCOAST,unk:USA-NMFS-NPCOAST,grsf:USA_PFMC_Groundfish_EFH_CLInpc
LINGCODSPCOAST,unk:USA-NMFS-SPCOAST,grsf:USA_PFMC_Groundfish_EFH_CLIspc
BLACKROCKORECOAST,unk:USA-NMFS-ORECOAST,grsf:USA_PFMC_Groundfish_EFH_or
CABEZORECOAST,unk:USA-NMFS-ORECOAST,grsf:USA_PFMC_Groundfish_EFH_or
GRSPROCKNCAL,unk:USA-NMFS-NPCOAST,grsf:USA_PFMC_Groundfish_EFH_QYRnca
GRSPROCKSCAL,unk:USA-NMFS-SPCOAST,grsf:USA_PFMC_Groundfish_EFH_QYRspc
GOPHERSPCOAST,unk:USA-NMFS-SPCOAST,grsf:USA_PFMC_Groundfish_EFH_QYSspc
COWCODSCAL,unk:USA-NMFS-SCAL,grsf:USA_PFMC_Groundfish_EFH_QYTca
BNKROCKCAL,unk:USA-NMFS-CAL,grsf:USA_PFMC_Groundfish_EFH_QYVnpc
BLACKROCKNPCOAST,unk:USA-NMFS-NPCOAST,grsf:USA_PFMC_Groundfish_EFH_RMGnpc
BLACKROCKSPCOAST,unk:USA-NMFS-SPCOAST,grsf:USA_PFMC_Groundfish_EFH_RMGspc
CHROCKCPCOAST,unk:USA-NMFS-CPCOAST,grsf:USA_PFMC_Groundfish_EFH_RVNcpc
CHROCKSPCOAST,unk:USA-NMFS-SPCOAST,grsf:USA_PFMC_Groundfish_EFH_RVNspc
BOCACCSPCOAST,unk:USA-NMFS-SPCOAST,grsf:USA_PFMC_Groundfish_EFH_SBCeu_mo_co
SBELLYROCKPCOAST,unk:USA-NMFS-PCOAST,grsf:USA_PFMC_Groundfish_EFH_SFKpc
BLUEROCKCAL,unk:USA-NMFS-CAL,grsf:USA_PFMC_Groundfish_EFH_SFYpc_o
CALSCORPSCAL,unk:USA-NMFS-SCAL,grsf:USA_PFMC_Groundfish_EFH_SGZsca
CABEZNCAL,unk:USA-NMFS-NCAL,grsf:USA_PFMC_Groundfish_EFH_SMQnca
CABEZSCAL,unk:USA-NMFS-SCAL,grsf:USA_PFMC_Groundfish_EFH_SMQsca
CHROCKNPCOAST,unk:USA-NMFS-NPCOAST,grsf:USA_PFMC_Groundfish_EFH_wa
CABEZWASH,,grsf:USA_PFMC_Groundfish_EFH_wa
BLACKROCKWASH,unk:USA-NMFS-WASH,grsf:USA_PFMC_Groundfish_EFH_wa
STFLOUNNPCOAST,unk:USA-NMFS-NPCOAST,grsf:USA_PFMC_Groundfish_EFH_wa;grsf:USA_PFMC_Groundfish_EFH_or
YTROCKNPCOAST,unk:USA-NMFS-NPCOAST,grsf:USA_PFMC_Groundfish_EFH_YROnpc
STFLOUNSPCOAST,unk:USA-NMFS-SPCOAST,grsf:USA_PFMC_Groundfish_EFHca
KELPGREENLINGORECOAST,unk:USA-NMFS-ORECOAST,grsf:USA_PFMC_HXQ_or
HOGFISHSEFL,unk:USA-NMFS-SEFL,grsf:USA_SAFMC_Snappergrouper_EFH_LCXsef
CHAKESA,unk:South Africa-DETMCM-SA,grsf:ZAF_CHAKESA
KINGKLIPSA,unk:South Africa-DETMCM-SA,grsf:ZAF_KINGKLIPSA
SAABALONESA,unk:South Africa-DETMCM-SA,grsf:ZAF_SAABALONESA
SARDSA,unk:South Africa-DETMCM-SA,grsf:ZAF_SARDSA
CHSQUIDSA,unk:South Africa-DETMCM-SA,grsf:zaf_sc
SARDSAS,unk:South Africa-DETMCM-SAS,grsf:zaf_sc
ECSOLESASC,unk:South Africa-DETMCM-SASC,grsf:zaf_sc
SSLOBSTERSASC,unk:South Africa-DETMCM-SASC,grsf:zaf_sls
SARDSAW,unk:South Africa-DETMCM-SAW,grsf:zaf_wc
ANCHOSA,unk:South Africa-DETMCM-SA,grsf:zaf_wc;grsf:zaf_sc
DEEPCHAKESA,unk:South Africa-DETMCM-SA,grsf:zaf_wc;grsf:zaf_sc
CTRACSA,unk:South Africa-DETMCM-SASC,grsf:zaf_wc;grsf:zaf_sc
ALBANPAC,unk:multinational-ISC-NPAC,iattc:NPO
SWORDNPAC,unk:multinational-ISC-NPAC,iattc:NPO
NEPHFU10,unk:multinational-ICES-FU10,ices_fu_nep:10
NEPHFU11,unk:multinational-ICES-FU11,ices_fu_nep:11
NEPHFU12,unk:multinational-ICES-FU12,ices_fu_nep:12
NEPHFU13,unk:multinational-ICES-FU13,ices_fu_nep:13
NEPHFU14,unk:multinational-ICES-FU14,ices_fu_nep:14
NEPHFU15,unk:multinational-ICES-FU15,ices_fu_nep:15
NEPHFU25,unk:multinational-ICES-FU25,ices_fu_nep:25
NEPHFU2627,unk:multinational-ICES-FU2627,ices_fu_nep:26;ices_fu_nep:27
NEPHFU2829,unk:multinational-ICES-FU2829,ices_fu_nep:28;ices_fu_nep:29
NEPHFU30,unk:multinational-ICES-FU30,ices_fu_nep:30
NEPHFU31,unk:multinational-ICES-FU31,ices_fu_nep:31
NEPHFU32,unk:multinational-ICES-FU32,ices_fu_nep:32
NEPHFU33,unk:multinational-ICES-FU33,ices_fu_nep:33
NEPHFU34,unk:multinational-ICES-FU34,ices_fu_nep:34
NEPHFU7,unk:multinational-ICES-FU7,ices_fu_nep:7
NEPHFU8,unk:multinational-ICES-FU8,ices_fu_nep:8
NEPHFU9,unk:multinational-ICES-FU9,ices_fu_nep:9
SEELNSSA1,unk:multinational-ICES-SA1,ices_sa:1r
SEELNSSA2,unk:multinational-ICES-SA2,ices_sa:2r
SEELNSSA3,unk:multinational-ICES-SA3,ices_sa:3r
SEELNSSA4,unk:multinational-ICES-SA4,ices_sa:4
SEELNSSA5,unk:multinational-ICES-SA5,ices_sa:5r
SEELNSSA6,unk:multinational-ICES-SA6,ices_sa:6
SEELNSSA7,unk:multinational-ICES-SA7,ices_sa:7
PHALNPAC,unk:multinational-IPHC-NPAC,iphc:2A;iphc:2B;iphc:2C;iphc:3A;iphc:3B;iphc:4A;iphc:4B;iphc:4C;iphc:4D;iphc:4E
SWORDEPAC,unk:multinational-IATTC-EPAC,isc:SWO_ENPO
ASCADECS,unk:Japan-FAJ-ECS,lme:47
HHTILEECS,unk:Japan-FAJ-ECS,lme:47
SPANMACKECS,unk:Japan-FAJ-ECS,lme:47
BSCRAPERSOJECS,unk:Japan-FAJ-SOJECS,lme:47;lme:50
LHAIRTSOJECS,unk:Japan-FAJ-SOJECS,lme:47;lme:50
STSQUIDSOJECS,unk:Japan-FAJ-SOJECS,lme:47;lme:50
JPUFFSOJECSSI,unk:Japan-FAJ-SOJECSSI,lme:47;mrg:4306;lme:50
APSHRIMPSOJ,unk:Japan-FAJ-SOJ,lme:50
BZCRABSOJ,unk:Japan-FAJ-SOJ,lme:50
DSSMELTSOJ,unk:Japan-FAJ-SOJ,lme:50
FHFLOUNSOJ,unk:Japan-FAJ-SOJ,lme:50
PCODSOJ,unk:Japan-FAJ-SOJ,lme:50
PHFLOUNSOJ,unk:Japan-FAJ-SOJ,lme:50
RSFLOUNSOJ,unk:Japan-FAJ-SOJ,lme:50
YSFLOUNSOJ,unk:Japan-FAJ-SOJ,lme:50
KCROCKOKS,unk:Japan-FAJ-OKS,lme:52
SNOWCRABOKS,unk:Japan-FAJ-OKS,lme:52
APOLLOKS,unk:Japan-FAJ-OKS,lme:52
PSLANDLSETOE,unk:Japan-FAJ-SETOE,mrg:4306
BLSHARNPAC,unk:multinational-ISC-NPAC,iattc:NPO
ANCHOVYKILKACS,unk:Iran-Iran-CS,mrgid:4282
BKCDLFENI,unk:New Zealand-MFish-ENI,nzl:CDL2
RROCKLOBSTERCRA1,unk:New Zealand-MFish-CRA1,nzl:CRA1
RROCKLOBSTERCRA2,unk:New Zealand-MFish-CRA2,nzl:CRA2
RROCKLOBSTERCRA3,unk:New Zealand-MFish-CRA3,nzl:CRA3
RROCKLOBSTERCRA4,unk:New Zealand-MFish-CRA4,nzl:CRA4
RROCKLOBSTERCRA5,unk:New Zealand-MFish-CRA5,nzl:CRA5
RROCKLOBSTERCRA7,unk:New Zealand-MFish-CRA7,nzl:CRA7
RROCKLOBSTERCRA8,unk:New Zealand-MFish-CRA8,nzl:CRA8
SOUTHHAKECR,unk:New Zealand-MFish-CR,nzl:HAK4;grsf:NZL_HAK1CR
NZLINGLIN72,unk:New Zealand-MFish-LIN72,nzl:LIN2;grsf:NZL_LIN7CK
NZLINGLIN5-6,unk:New Zealand-MFish-LIN5-6,nzl:LIN5
SMOOTHOREOSLD,unk:New Zealand-MFish-SLD,nzl:OEO1;grsf:NZL_OEO3Asld
BLACKOREOWECR,unk:New Zealand-MFish-WECR,nzl:OEO3A
SMOOTHOREOWECR,unk:New Zealand-MFish-WECR,nzl:OEO3A
SMOOTHOREOCR,unk:New Zealand-MFish-CR,nzl:OEO4
OROUGHYNZ7A,unk:New Zealand-MFish-NZ7A,nzl:ORH7A
DOYSFS,unk:New Zealand-MFish-FS,nzl:OYU5
PAUAPAU5B,unk:New Zealand-MFish-PAU5B,nzl:PAU5B
PAUAPAU5D,unk:New Zealand-MFish-PAU5D,nzl:PAU5D
PAUAPAU7,unk:New Zealand-MFish-PAU7,nzl:PAU7
SBWHITACIR,unk:New Zealand-MFish-CIR,nzl:SBW6I
SCMPBP,other:NZ SCI1,nzl:SCI1
SCMPWHB,other:NZ SCI2,nzl:SCI2
SCMPMB,other:NZ SCI3,nzl:SCI3
NZSNAPNZ7,unk:New Zealand-MFish-SNA-7,nzl:SNA7
NZSNAPNZ8,unk:New Zealand-MFish-8,nzl:SNA8
GSTRGZRSTA7,unk:New Zealand-MFish-STA7,nzl:STA7
TREVALLYTRE7,unk:New Zealand-MFish-TRE7,nzl:TRE7
SBT,unk:multinational-CCSBT-SO,rfb:CCSBT
SAURNWPAC,unk:multinational-NPFC-NWPAC,rfb:NPFC
WPOLLWBS,unk:Russia-RFFA-WBS,rus:61.01
WPOLLNSO,unk:61.05.1;unk:61.05.2;unk:61.05.4,rus:61.05.1;rus:61.05.2;rus:61.05.4
ATLCROAKMATLC,unk:USA-NMFS-MATLC,usa:MAFMC
MENATLAN,unk:USA-NMFS-ATL,usa:SAFMC;usa:MAFMC;usa:NEFMC
WEAKFISHATLC,unk:USA-NMFS-ATLC,usa:SAFMC;usa:MAFMC;usa:NEFMC
SNOSESHARATL,unk:USA-NMFS-ATL,usa_efh_ahms:AtlanticSharpnoseShark(AtlanticStock)
BNOSESHARATL,unk:USA-NMFS-ATL,usa_efh_ahms:BlacknoseShark(AtlanticStock)
BTIPSHARATL,unk:USA-NMFS-ATL,usa_efh_ahms:BlacktipShark(AtlanticStock)
BTIPSHARGM,unk:USA-NMFS-GM,usa_efh_ahms:BlacktipShark(GulfofMexicoStock)
BHEADSHARATL,unk:USA-NMFS-ATL,usa_efh_ahms:BonnetheadShark(AtlanticStock)
DSKSHARGMATL,unk:USA-NMFS-GMATL,usa_efh_ahms:DuskyShark
FTOOTHSHARATL,unk:USA-NMFS-ATL,usa_efh_ahms:FinetoothShark
SBARSHARATL,unk:USA-NMFS-ATL,usa_efh_ahms:SandbarShark
SCHHEADATL,unk:USA-NMFS-ATL,usa_efh_ahms:ScallopedHammerheadShark
SMDOGATL,unk:USA-NMFS-ATL,usa_efh_ahms:SmoothhoundSharkComplex(AtlanticStock)
SKSNAPCARIB,unk:USA-NMFS-CARIB,usa_efh_cfmc:ReefFish
ATKAGA,unk:USA-NMFS-GA,usa_efh_gfmc:CoastalMigratoryPelagics
SPANMACKGM,unk:USA-NMFS-GM,usa_efh_gfmc:CoastalMigratoryPelagics
KMACKGM,unk:USA-NMFS-GM,usa_efh_gfmc:CoastalMigratoryPelagics
COBGM,unk:USA-NMFS-GM,usa_efh_gfmc:CoastalMigratoryPelagics
MENATGM,unk:USA-NMFS-GM,usa_efh_gfmc:CoastalMigratoryPelagics
GRSNAPGM,,usa_efh_gfmc:ReefFish
LNSNAPGM,,usa_efh_gfmc:ReefFish
GTRIGGM,unk:USA-NMFS-GM,usa_efh_gfmc:ReefFish
RGROUPGM,lme:5,usa_efh_gfmc:ReefFish
RSNAPGM,unk:USA-NMFS-GM,usa_efh_gfmc:ReefFish
GAGGM,unk:USA-NMFS-GM,usa_efh_gfmc:ReefFish
TILEGM,unk:USA-NMFS-GM,usa_efh_gfmc:ReefFish
VSNAPGM,unk:USA-NMFS-GM,usa_efh_gfmc:ReefFish
YEGROUPGM,unk:USA-NMFS-GM,usa_efh_gfmc:ReefFish
GRAMBERGM,unk:USA-NMFS-GM,usa_efh_gfmc:ReefFish
BRNSHRIMPGM,unk:USA-NMFS-GM,usa_efh_gfmc:Shrimp
PINKSHRIMPGM,lme:5,usa_efh_gfmc:Shrimp
WSHRIMPGM,unk:USA-NMFS-GM,usa_efh_gfmc:Shrimp
BUTTERGOMCHATT,unk:USA-NMFS-5YCHATT,usa_efh_mafmc:AtlanticButterfish
MACK5YCHATT,,usa_efh_mafmc:AtlanticMackerel
SURFMATLC,unk:USA-NMFS-MATLC,usa_efh_mafmc:AtlanticSurfclam
BSBASSMATLC,unk:USA-NMFS-MATLC,usa_efh_mafmc:BlackSeaBass
BLUEFISHATLC,unk:USA-NMFS-ATLC,usa_efh_mafmc:Bluefish
TILEMATLC,unk:USA-NMFS-MATLC,usa_efh_mafmc:GoldenTilefish
LISQUIDATLC,unk:USA-NMFS-ATLC,usa_efh_mafmc:LongfinInshoreSquid
ILLEXNWATLC,unk:USA-NMFS-NWATLC,usa_efh_mafmc:NorthernShortfinSquid
QUAHATLC,unk:USA-NMFS-ATLC,usa_efh_mafmc:OceanQuahog
SCUPNWATLC,unk:USA-NMFS-NWATLC,usa_efh_mafmc:Scup
SDOGATLC,unk:USA-NMFS-ATLC,usa_efh_mafmc:SpinyDogfish
SFLOUNMATLC,unk:USA-NMFS-MATLC,usa_efh_mafmc:SummerFlounder
HERRNWATLC,unk:USA-NMFS-NWATLC,usa_efh_nefmc:AtlanticHerring
SCALL5ZMAB,unk:USA-NMFS-5ZMAB,usa_efh_nefmc:AtlanticSeaScallop
BSKAT5YZSNE,unk:USA-NMFS-5YZSNE,usa_efh_nefmc:BarndoorSkate
CSKATMATLC,unk:USA-NMFS-MATLC,usa_efh_nefmc:ClearnoseSkate
RDEEPCRABNWATL,unk:USA-NMFS-NWATL,usa_efh_nefmc:Deep_SeaCrab
HADGB,fao:21.5.Z,usa_efh_nefmc:Haddock
LSKAT5YCHATT,unk:USA-NMFS-5YCHATT,usa_efh_nefmc:LittleSkate
OPOUTNWATLC,unk:USA-NMFS-NWATLC,usa_efh_nefmc:OceanPout
RSKATMATLC,unk:USA-NMFS-MATLC,usa_efh_nefmc:RosetteSkate
SSKAT5YZSNE,unk:USA-NMFS-5YZSNE,usa_efh_nefmc:SmoothSkate
TSKAT5YZSNE,unk:USA-NMFS-5YZSNE,usa_efh_nefmc:ThornySkate
WINDOWSNEMATL,unk:USA-NMFS-SNEMATL,usa_efh_nefmc:WindowpaneFlounder
WINFLOUNSNEMATL,unk:USA-NMFS-SNEMATL,usa_efh_nefmc:Winterflounder
WSKAT5YCHATT,unk:USA-NMFS-5YCHATT,usa_efh_nefmc:WinterSkate
YELLSNEMATL,unk:USA-NMFS-SNEMATL,usa_efh_nefmc:Yellowtailflounder
ALPLAICBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Alaskaplaice(EasternBeringSea)
ALSKABSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Alaskaskate(AleutianIslands);usa_efh_npfmc:Alaskaskate(EasternBeringSea)
ARFLOUNDBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:ArrowtoothFlounder(AleutianIslands);usa_efh_npfmc:ArrowtoothFlounder(EasternBeringSea)
ARFLOUNDGA,unk:USA-NMFS-GA,usa_efh_npfmc:ArrowtoothFlounder(GulfofAlaska)
REXSOLEGA,unk:USA-NMFS-GA,usa_efh_npfmc:ArrowtoothFlounder(GulfofAlaska)
ATKABSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Atkamackerel(AleutianIslands);usa_efh_npfmc:Atkamackerel(EasternBeringSea)
DSOLEGA,unk:USA-NMFS-GA,usa_efh_npfmc:Doversole(GulfofAlaska)
DUSROCKGA,unk:USA-NMFS-GA,usa_efh_npfmc:Duskyrockfish(GulfofAlaska)
FLSOLEBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Flatheadsole(AleutianIslands);usa_efh_npfmc:Flatheadsole(EasternBeringSea)
FLSOLEGA,unk:USA-NMFS-GA,usa_efh_npfmc:Flatheadsole(GulfofAlaska)
GKCRABAI,,usa_efh_npfmc:Goldenkingcrab(AleutianIslands)
GHALBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Greenlandturbot(AleutianIslands);usa_efh_npfmc:Greenlandturbot(EasternBeringSea)
KMFLOUNBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Kamchatkaflounder(AleutianIslands);usa_efh_npfmc:Kamchatkaflounder(EasternBeringSea)
NROCKBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Northernrockfish(AleutianIslands);usa_efh_npfmc:Northernrockfish(EasternBeringSea)
NROCKGA,unk:USA-NMFS-GA,usa_efh_npfmc:Northernrockfish(GulfofAlaska)
NRSOLEEBSAI,unk:USA-NMFS-EBSAI,usa_efh_npfmc:Northernrocksole(AleutianIslands);usa_efh_npfmc:Northernrocksole(EasternBeringSea)
NRSOLEGA,unk:USA-NMFS-GA,usa_efh_npfmc:Northernrocksole(GulfofAlaska)
GPOCTOBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Octopus(AleutianIslands);usa_efh_npfmc:Octopus(EasternBeringSea)
GPOCTOGA,unk:USA-NMFS-GA,usa_efh_npfmc:Octopus(GulfofAlaska)
PCODAI,unk:USA-NMFS-AI,usa_efh_npfmc:Pacificcod(AleutianIslands)
PCODBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Pacificcod(AleutianIslands);usa_efh_npfmc:Pacificcod(EasternBeringSea)
PCODBS,unk:USA-NMFS-BS,usa_efh_npfmc:Pacificcod(EasternBeringSea)
PCODGA,unk:USA-NMFS-GA,usa_efh_npfmc:Pacificcod(GulfofAlaska)
PERCHEBSAI,unk:USA-NMFS-EBSAI,usa_efh_npfmc:Pacificoceanperch(AleutianIslands);usa_efh_npfmc:Pacificoceanperch(EasternBeringSea)
POPERCHGA,unk:USA-NMFS-GA,usa_efh_npfmc:Pacificoceanperch(GulfofAlaska)
REYEROCKBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Rougheyerockfish(AleutianIslands);usa_efh_npfmc:Rougheyerockfish(EasternBeringSea)
REYEROCKGA,unk:USA-NMFS-GA,usa_efh_npfmc:Rougheyerockfish(GulfofAlaska)
SABLEFEBSAIGA,unk:USA-NMFS-EBSAIGA,usa_efh_npfmc:Sablefish(AleutianIslands);usa_efh_npfmc:Sablefish(EasternBeringSea);usa_efh_npfmc:Sablefish(GulfofAlaska)
SRAKEROCKBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Shortrakerrockfish(AleutianIslands);usa_efh_npfmc:Shortrakerrockfish(EasternBeringSea)
SRAKEROCKGA,unk:USA-NMFS-GA,usa_efh_npfmc:Shortrakerrockfish(GulfofAlaska)
SSTHORNHGA,unk:USA-NMFS-GA,usa_efh_npfmc:Shortspinethornyheadrockfish(GulfofAlaska)
SNOWCRABBS,unk:USA-NMFS-BS,usa_efh_npfmc:Snowcrab(EasternBeringSea)
RSOLEGA,unk:USA-NMFS-GA,usa_efh_npfmc:Southernrocksole(GulfofAlaska)
TANNERCRABBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Tannercrab(EasternBeringSea)
WPOLLAI,unk:USA-NMFS-AI,usa_efh_npfmc:Walleyepollock(AleutianIslands)
WPOLLEBS,unk:USA-NMFS-EBS,usa_efh_npfmc:Walleyepollock(EasternBeringSea)
WPOLLGA,unk:USA-NMFS-GA,usa_efh_npfmc:Walleyepollock(GulfofAlaska)
WVSCALLALASKA,unk:USA-NMFS-ALASKA,usa_efh_npfmc:WeathervaneScallop
YEYEROCKGA,unk:USA-NMFS-GA,usa_efh_npfmc:Yelloweyerockfish(GulfofAlaska)
YSOLEBSAI,unk:USA-NMFS-BSAI,usa_efh_npfmc:Yellowfinsole(EasternBeringSea);usa_efh_npfmc:Yellowfinsole(GulfofAlaska)
CMACKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:CoastalPelagicSpecies
ARFLOUNDPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
AUROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
BGROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
